TRANSACTION_DATE,Revised_Company_Name,REPORTER_NAME,BUYER_NAME,BUYER_STATE,QUANTITY,REPORTER_DEA_NO,BUYER_DEA_NO,DRUG_NAME,TRANSACTION_CODE,UNIT,ACTION_INDICATOR,ORDER_FORM_NO,CORRECTION_NO,STRENGTH,TRANSACTION_ID
12/01/2011,ACTAVIS PHARMA INC,PRESCRIPTION SUPPLY INC,HOMETOWN PHARMACY #1995 (NJ),NJ,76,R882783,B241882,OXYMORPHONE,T,MCG,S,OF5973885,0,5,21770
07/26/2010,IMPAX LABORATORIES INC,PRESCRIPTION SUPPLY INC,COMMUNITY PHARMACY #4052 (OH),OH,308,R386696,B356582,HYDROCODONE,P,GM,T,OF7158217,0,30,4512
12/12/2011,JANSSEN PHARMACEUTICALS INC,BELLCO DRUG CORP,CVS PHARMACY #5105 (TN),TN,1828,R453384,B386376,HYDROCODONE,S,MCG,S,OF8603083,0,40,36438
06/13/2011,QUALITEST PHARMACEUTICALS,PRESCRIPTION SUPPLY INC,PEOPLES PHARMACY #4383 (NV),NV,1917,R611979,B213673,BUPRENORPHINE,S,MCG,T,OF7319395,0,5,10934
07/29/2013,JANSSEN PHARMACEUTICALS INC,SMITH DRUG COMPANY,MEDICO PHARMACY #7114 (NJ),NJ,120,R906110,B110159,CODEINE,X,GM,T,OF6072548,0,5,29448
08/11/2012,RHODES TECHNOLOGIES,SMITH DRUG COMPANY,MAIN STREET PHARMACY #2855 (IN),IN,445,R437521,B439605,FENTANYL,T,ML,S,OF6323959,0,30,218
04/29/2011,ENDO PHARMACEUTICALS INC,BELLCO DRUG CORP,SUNRISE PHARMACY #6542 (PA),PA,85,R849979,B325497,FENTANYL,X,GM,T,OF2393058,0,80,28190
01/03/2009,ABBOTT LABORATORIES,BELLCO DRUG CORP,HOMETOWN PHARMACY #8707 (WV),WV,1472,R839600,B258069,OXYCODONE,T,ML,S,OF6841698,0,80,20061
09/26/2011,ABBOTT LABORATORIES,MCKESSON CORPORATION,GOOD NEIGHBOR PHARMACY #3185 (WY),WY,65,R972873,B533369,MORPHINE,X,MCG,T,OF1622227,0,20,13387
03/26/2010,JANSSEN PHARMACEUTICALS INC,MCKESSON CORPORATION,WALMART PHARMACY #2043 (NH),NH,2024,R639561,B275883,OXYCODONE,T,MCG,S,OF1798119,0,5,13953
10/21/2012,ENDO PHARMACEUTICALS INC,PENN PHARMACEUTICAL SERVICES INC,WALMART PHARMACY #6376 (OH),OH,174,R745533,B425338,MORPHINE,S,GM,T,OF3193281,0,80,32259
09/01/2011,MALLINCKRODT LLC,VALUEDRUGCO,HOMETOWN PHARMACY #8829 (MS),MS,153,R182931,B955124,CODEINE,S,ML,T,OF7460440,0,5,48632
12/06/2008,TEVA PHARMACEUTICALS USA INC,KINRAY LLC,CORNER DRUG STORE #4480 (IN),IN,61,R881749,B129585,METHADONE,S,ML,T,OF3140507,0,40,11344
12/20/2008,LANNETT COMPANY INC,ANDA INC,SUNRISE PHARMACY #8999 (NC),NC,212,R284808,B610161,OXYMORPHONE,P,GM,T,OF6579516,0,30,19420
01/04/2011,QUALITEST PHARMACEUTICALS,BURLINGTON DRUG COMPANY INC,MEDICO PHARMACY #9307 (VA),VA,397,R959029,B289361,OXYMORPHONE,P,GM,T,OF6382971,0,15,47670
06/10/2009,PURDUE PHARMA LP,PRESCRIPTION SUPPLY INC,PUBLIX PHARMACY #3067 (WI),WI,184,R199045,B128505,FENTANYL,S,GM,T,OF8709132,0,40,5826
04/13/2011,WATSON LABORATORIES INC,DIRECT RX,PUBLIX PHARMACY #1430 (ID),ID,368,R360256,B482079,BUPRENORPHINE,S,ML,S,OF4474923,0,15,18372
01/12/2009,MALLINCKRODT LLC,SMITH DRUG COMPANY,WALGREENS #5175 (PA),PA,1094,R500312,B881708,MORPHINE,P,MCG,T,OF8111851,0,5,12718
08/11/2008,ACTAVIS PHARMA INC,ANDA INC,MAIN STREET PHARMACY #1044 (MO),MO,244,R266718,B552427,CODEINE,P,MCG,T,OF2452932,0,20,4980
10/13/2011,AMNEAL PHARMACEUTICALS LLC,GULF COAST MEDICAL SUPPLY,MAIN STREET PHARMACY #6528 (OH),OH,610,R683171,B858088,BUPRENORPHINE,S,GM,T,OF3622800,0,10,5841
11/04/2011,PURDUE PHARMA LP,BURLINGTON DRUG COMPANY INC,HOMETOWN PHARMACY #6366 (WA),WA,20000,R571702,B950336,OXYMORPHONE,S,ML,S,OF3172767,0,30,25730
04/22/2012,SANDOZ INC,PENN PHARMACEUTICAL SERVICES INC,CVS PHARMACY #2504 (VA),VA,675,R474320,B715045,CODEINE,P,MCG,T,OF6497389,0,15,25517
06/22/2010,JANSSEN PHARMACEUTICALS INC,SMITH DRUG COMPANY,PEOPLES PHARMACY #7557 (OH),OH,213,R162795,B738259,METHADONE,S,MCG,T,OF3530488,0,80,1358
04/15/2010,IMPAX LABORATORIES INC,MORRIS & DICKSON CO LLC,WINN-DIXIE PHARMACY #2880 (MI),MI,155,R116973,B288324,BUPRENORPHINE,P,ML,T,OF7191625,0,20,18276
02/25/2011,RHODES TECHNOLOGIES,NATIONAL WHOLESALE DRUG CO INC,HEALTH MART PHARMACY #8461 (GA),GA,82,R374868,B986617,CODEINE,P,GM,T,OF8530281,0,40,9581
05/29/2009,CADISTA PHARMACEUTICALS INC,DIRECT RX,WINN-DIXIE PHARMACY #2902 (IN),IN,1035,R540815,B732143,BUPRENORPHINE,T,GM,T,OF9107395,0,15,16649
08/01/2010,SUN PHARMA GLOBAL INC,MIAMI-LUKEN INC,FAMILY CARE PHARMACY #1129 (MS),MS,178,R538640,B691657,FENTANYL,T,GM,T,OF7910143,0,20,5834
06/13/2012,VINTAGE PHARMACEUTICALS LLC,PENN PHARMACEUTICAL SERVICES INC,RITE AID #3349 (TN),TN,852,R803485,B404084,OXYMORPHONE,S,ML,S,OF2592479,0,10,40386
01/27/2010,JANSSEN PHARMACEUTICALS INC,VALUEDRUGCO,FAMILY CARE PHARMACY #5952 (MI),MI,370,R519178,B731860,MORPHINE,S,MCG,S,OF5791614,0,30,25898
04/05/2013,AMNEAL PHARMACEUTICALS LLC,GULF COAST MEDICAL SUPPLY,PUBLIX PHARMACY #1697 (MI),MI,82,R302974,B552268,OXYCODONE,T,MCG,T,OF2353853,0,5,24453
06/24/2008,PURDUE PHARMA LP,GULF COAST MEDICAL SUPPLY,HEALTH MART PHARMACY #9073 (NY),NY,77,R363231,B203230,METHADONE,T,MCG,S,OF7272620,0,15,37664
06/29/2008,PAR PHARMACEUTICAL INC,MIAMI-LUKEN INC,CVS PHARMACY #2408 (IN),IN,194,R371300,B271601,BUPRENORPHINE,P,ML,T,OF1354409,0,30,5271
03/03/2014,SUN PHARMA GLOBAL INC,MORRIS & DICKSON CO LLC,RITE AID #3893 (AZ),AZ,372,R544613,B417118,BUPRENORPHINE,X,ML,S,OF9823643,0,30,5581
06/24/2012,MYLAN PHARMACEUTICALS INC,SMITH DRUG COMPANY,PUBLIX PHARMACY #1697 (MI),MI,33,R583020,B690780,FENTANYL,X,GM,T,OF8942837,0,10,21212
12/04/2010,JANSSEN PHARMACEUTICALS INC,MCKESSON CORPORATION,CVS PHARMACY #1614 (NM),NM,233,R113492,B288388,MORPHINE,S,MCG,T,OF4849504,0,15,3612
12/29/2012,MALLINCKRODT LLC,MORRIS & DICKSON CO LLC,PEOPLES PHARMACY #6564 (IN),IN,170,R798021,B578512,OXYMORPHONE,T,ML,T,OF8877371,0,80,39686
02/18/2011,TEVA PHARMACEUTICALS USA INC,GULF COAST MEDICAL SUPPLY,GOOD NEIGHBOR PHARMACY #5339 (PA),PA,277,R915067,B655685,BUPRENORPHINE,T,MCG,S,OF8577469,0,20,10999
11/05/2010,WATSON LABORATORIES INC,CARDINAL HEALTH INC,WINN-DIXIE PHARMACY #6849 (MD),MD,4230,R841869,B409283,BUPRENORPHINE,S,MCG,T,OF9076862,0,15,8272
04/30/2014,CADISTA PHARMACEUTICALS INC,MIAMI-LUKEN INC,GOOD NEIGHBOR PHARMACY #1784 (PA),PA,767,R424245,B739269,FENTANYL,X,ML,T,OF3672257,0,40,12108
02/05/2007,QUALITEST PHARMACEUTICALS,KEYSOURCE MEDICAL INC,FAMILY CARE PHARMACY #3933 (MO),MO,161,R393292,B401467,MORPHINE,P,MCG,S,OF7272814,0,30,42538
11/12/2011,PURDUE PHARMA LP,VALUEDRUGCO,MAIN STREET PHARMACY #6319 (OH),OH,607,R346276,B242428,OXYCODONE,P,ML,T,OF5636537,0,10,13897
03/03/2011,LANNETT COMPANY INC,MIAMI-LUKEN INC,QUALITY CARE PHARMACY #6874 (MI),MI,498,R931161,B617617,HYDROCODONE,S,ML,T,OF2475423,0,5,1058
03/20/2007,AMNEAL PHARMACEUTICALS LLC,MIAMI-LUKEN INC,CORNER DRUG STORE #9661 (KY),KY,52,R196879,B839536,CODEINE,T,GM,T,OF3388005,0,5,108
02/24/2013,LANNETT COMPANY INC,DAKOTA DRUG INC,KROGER PHARMACY #2636 (VA),VA,117,R171187,B774432,OXYCODONE,P,GM,T,OF2200749,0,15,46104
07/11/2014,PURDUE PHARMA LP,ANDA INC,QUALITY CARE PHARMACY #2379 (SD),SD,300,R646196,B823390,BUPRENORPHINE,X,ML,S,OF5169178,0,10,21489
12/04/2008,QUALITEST PHARMACEUTICALS,BURLINGTON DRUG COMPANY INC,COMMUNITY PHARMACY #7344 (LA),LA,402,R742021,B451734,MORPHINE,T,MCG,S,OF3345967,0,10,25195
08/26/2010,ABBOTT LABORATORIES,HENRY SCHEIN INC,HOMETOWN PHARMACY #7488 (TN),TN,10,R452404,B245881,BUPRENORPHINE,X,ML,T,OF4994421,0,80,20010
02/25/2008,MYLAN PHARMACEUTICALS INC,ANDA INC,VILLAGE PHARMACY #8618 (LA),LA,1145,R275898,B819015,BUPRENORPHINE,S,ML,T,OF2505152,0,20,12153
07/07/2011,MYLAN PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,MEDICO PHARMACY #9648 (MA),MA,39,R845432,B244745,BUPRENORPHINE,T,ML,S,OF3919862,0,40,38415
06/14/2011,IMPAX LABORATORIES INC,AMERISOURCEBERGEN DRUG CORP,MAIN STREET PHARMACY #3509 (ME),ME,782,R672399,B236376,MORPHINE,X,MCG,T,OF8898824,0,30,37040
08/17/2008,WATSON LABORATORIES INC,HENRY SCHEIN INC,WALMART PHARMACY #1108 (WV),WV,78,R170114,B496366,HYDROCODONE,X,ML,S,OF1193473,0,20,40207
09/24/2007,HIKMA PHARMACEUTICALS,ANDA INC,GOOD NEIGHBOR PHARMACY #5417 (HI),HI,726,R168635,B951663,OXYMORPHONE,X,MCG,T,OF9332502,0,5,18153
12/26/2010,WATSON LABORATORIES INC,ANDA INC,MAIN STREET PHARMACY #6319 (OH),OH,91,R959899,B339319,HYDROCODONE,T,GM,S,OF3023310,0,15,14410
06/23/2014,PURDUE PHARMA LP,PRESCRIPTION SUPPLY INC,CVS PHARMACY #6761 (LA),LA,449,R434180,B285938,OXYMORPHONE,P,MCG,S,OF8394710,0,40,25569
03/08/2014,TEVA PHARMACEUTICALS USA INC,BELLCO DRUG CORP,CORNER DRUG STORE #1473 (PA),PA,412,R146786,B428647,FENTANYL,X,ML,T,OF4972749,0,80,38567
08/12/2011,MYLAN PHARMACEUTICALS INC,HD SMITH WHOLESALE DRUG CO,WINN-DIXIE PHARMACY #9226 (CT),CT,168,R354912,B291960,FENTANYL,X,MCG,S,OF2703893,0,10,11808
05/02/2009,HIKMA PHARMACEUTICALS,HENRY SCHEIN INC,MAIN STREET PHARMACY #6528 (OH),OH,603,R389835,B537622,HYDROCODONE,S,ML,T,OF5246530,0,5,44434
05/19/2013,MALLINCKRODT LLC,HENRY SCHEIN INC,CVS PHARMACY #6755 (TN),TN,103,R899202,B576483,BUPRENORPHINE,T,MCG,T,OF9008665,0,10,44289
11/23/2009,MALLINCKRODT LLC,DAKOTA DRUG INC,RITE AID #3495 (IL),IL,199,R793986,B151554,METHADONE,T,MCG,S,OF4604091,0,40,39159
02/24/2011,PAR PHARMACEUTICAL INC,BURLINGTON DRUG COMPANY INC,MEDICO PHARMACY #9453 (TN),TN,190,R360163,B572450,OXYMORPHONE,S,GM,T,OF7892150,0,10,482
05/06/2010,LANNETT COMPANY INC,NATIONAL WHOLESALE DRUG CO INC,SUNRISE PHARMACY #8405 (VA),VA,345,R823442,B994076,BUPRENORPHINE,X,ML,S,OF1728860,0,20,2013
09/24/2012,VINTAGE PHARMACEUTICALS LLC,BURLINGTON DRUG COMPANY INC,PEOPLES PHARMACY #6284 (NH),NH,155,R328312,B566571,BUPRENORPHINE,P,GM,T,OF9004653,0,20,41425
06/13/2013,VINTAGE PHARMACEUTICALS LLC,PENN PHARMACEUTICAL SERVICES INC,WINN-DIXIE PHARMACY #5416 (AL),AL,12,R803403,B174131,HYDROCODONE,S,GM,T,OF9100502,0,30,13076
12/31/2012,MYLAN PHARMACEUTICALS INC,HENRY SCHEIN INC,RITE AID #9329 (MN),MN,252,R173682,B810522,OXYMORPHONE,X,GM,T,OF2722217,0,40,44610
01/09/2013,PAR PHARMACEUTICAL INC,AMERISOURCEBERGEN DRUG CORP,QUALITY CARE PHARMACY #5232 (TN),TN,1508,R144401,B306963,OXYMORPHONE,X,MCG,T,OF8388194,0,30,18373
05/10/2013,VINTAGE PHARMACEUTICALS LLC,BELLCO DRUG CORP,MEDICO PHARMACY #1621 (MI),MI,695,R668711,B488200,HYDROCODONE,T,ML,S,OF6409692,0,10,10412
11/17/2009,JANSSEN PHARMACEUTICALS INC,DAKOTA DRUG INC,VILLAGE PHARMACY #1306 (NJ),NJ,903,R374159,B590093,CODEINE,T,ML,S,OF1289184,0,10,43801
02/17/2014,LANNETT COMPANY INC,DIRECT RX,HARRIS TEETER PHARMACY #4474 (IN),IN,158,R319819,B202755,OXYCODONE,T,MCG,T,OF1047674,0,15,45510
04/01/2009,IMPAX LABORATORIES INC,VALUEDRUGCO,MAIN STREET PHARMACY #8902 (TN),TN,456,R979994,B610201,MORPHINE,T,ML,S,OF2051692,0,10,22087
03/20/2013,HIKMA PHARMACEUTICALS,PRESCRIPTION SUPPLY INC,GOOD NEIGHBOR PHARMACY #6194 (NH),NH,417,R477619,B453911,HYDROCODONE,T,ML,S,OF8894235,0,15,33342
07/03/2007,QUALITEST PHARMACEUTICALS,HD SMITH WHOLESALE DRUG CO,QUALITY CARE PHARMACY #8747 (MN),MN,1249,R124626,B652229,FENTANYL,P,ML,S,OF8176503,0,10,17719
03/17/2011,MALLINCKRODT LLC,BURLINGTON DRUG COMPANY INC,HARRIS TEETER PHARMACY #6758 (NC),NC,10,R648387,B493154,HYDROCODONE,X,MCG,S,OF9617961,0,30,48999
11/29/2012,HIKMA PHARMACEUTICALS,VALUEDRUGCO,RITE AID #5178 (ND),ND,366,R871565,B353821,METHADONE,X,ML,T,OF5098683,0,15,23972
12/18/2012,JANSSEN PHARMACEUTICALS INC,PENN PHARMACEUTICAL SERVICES INC,VILLAGE PHARMACY #1823 (TX),TX,400,R752885,B763123,HYDROCODONE,T,GM,T,OF6703446,0,15,17114
10/16/2012,QUALITEST PHARMACEUTICALS,NATIONAL WHOLESALE DRUG CO INC,VILLAGE PHARMACY #6654 (CA),CA,46,R403512,B119246,OXYMORPHONE,S,MCG,T,OF8079562,0,20,1691
09/16/2011,ABBOTT LABORATORIES,MIAMI-LUKEN INC,SUNRISE PHARMACY #2784 (IN),IN,91,R831721,B990748,OXYMORPHONE,T,GM,T,OF4068745,0,40,26584
06/08/2012,SUN PHARMA GLOBAL INC,MIAMI-LUKEN INC,COMMUNITY PHARMACY #2590 (PA),PA,72,R385687,B701609,MORPHINE,X,GM,T,OF9396087,0,80,47676
11/27/2008,CADISTA PHARMACEUTICALS INC,KEYSOURCE MEDICAL INC,CVS PHARMACY #1614 (NM),NM,467,R527927,B967514,OXYCODONE,S,GM,T,OF2256003,0,15,35876
03/23/2012,TEVA PHARMACEUTICALS USA INC,SMITH DRUG COMPANY,CORNER DRUG STORE #6200 (PA),PA,274,R184984,B714509,METHADONE,P,MCG,S,OF8296440,0,10,38536
12/11/2010,VINTAGE PHARMACEUTICALS LLC,HD SMITH WHOLESALE DRUG CO,RITE AID #3349 (TN),TN,244,R777512,B597072,OXYCODONE,X,ML,T,OF2024786,0,15,32202
10/23/2013,ABBOTT LABORATORIES,DIRECT RX,HARRIS TEETER PHARMACY #4161 (CA),CA,340,R734782,B154007,METHADONE,X,ML,S,OF2815583,0,5,49441
11/22/2010,HIKMA PHARMACEUTICALS,GULF COAST MEDICAL SUPPLY,SUNRISE PHARMACY #6128 (IL),IL,1820,R571545,B303431,OXYCODONE,P,MCG,T,OF3581132,0,15,12303
02/24/2010,JANSSEN PHARMACEUTICALS INC,NATIONAL WHOLESALE DRUG CO INC,PEOPLES PHARMACY #6007 (WV),WV,447,R264128,B217008,MORPHINE,T,GM,T,OF2353080,0,10,37607
01/29/2011,ACTAVIS PHARMA INC,NATIONAL WHOLESALE DRUG CO INC,VILLAGE PHARMACY #7086 (IN),IN,1147,R584273,B992804,CODEINE,X,ML,T,OF7159516,0,80,873
08/29/2008,TEVA PHARMACEUTICALS USA INC,KINRAY LLC,SUNRISE PHARMACY #4273 (OR),OR,91,R896468,B707447,FENTANYL,T,MCG,S,OF1819486,0,5,44639
09/02/2013,PURDUE PHARMA LP,HD SMITH WHOLESALE DRUG CO,MAIN STREET PHARMACY #4010 (LA),LA,64,R367225,B169196,OXYMORPHONE,X,ML,S,OF3795435,0,80,22977
04/08/2014,PURDUE PHARMA LP,DAKOTA DRUG INC,COMMUNITY PHARMACY #5731 (WV),WV,319,R643022,B775338,BUPRENORPHINE,P,MCG,T,OF2397555,0,10,33640
09/07/2009,SANDOZ INC,ANDA INC,COMMUNITY PHARMACY #9384 (NH),NH,254,R410655,B126012,FENTANYL,P,GM,S,OF3232996,0,15,30334
03/22/2007,AMNEAL PHARMACEUTICALS LLC,CARDINAL HEALTH INC,PEOPLES PHARMACY #3259 (MA),MA,216,R737314,B726298,OXYMORPHONE,S,ML,S,OF3449427,0,5,6490
10/30/2012,JANSSEN PHARMACEUTICALS INC,BELLCO DRUG CORP,MAIN STREET PHARMACY #7935 (KY),KY,110,R961145,B579366,FENTANYL,P,GM,S,OF7430027,0,5,39558
01/10/2013,IMPAX LABORATORIES INC,CARDINAL HEALTH INC,HEALTH MART PHARMACY #8336 (NE),NE,332,R992563,B123533,CODEINE,X,GM,T,OF6597672,0,40,34595
01/17/2012,VINTAGE PHARMACEUTICALS LLC,BELLCO DRUG CORP,RITE AID #9223 (WV),WV,143,R188454,B647937,BUPRENORPHINE,S,MCG,T,OF9444872,0,40,38893
11/07/2010,CADISTA PHARMACEUTICALS INC,DIRECT RX,RITE AID #3607 (MN),MN,1805,R882618,B649900,CODEINE,X,GM,S,OF8227692,0,5,43058
11/06/2010,ENDO PHARMACEUTICALS INC,VALUEDRUGCO,PUBLIX PHARMACY #2055 (NC),NC,209,R472958,B870902,FENTANYL,S,GM,S,OF3881236,0,15,19388
11/10/2011,PAR PHARMACEUTICAL INC,BURLINGTON DRUG COMPANY INC,GOOD NEIGHBOR PHARMACY #6272 (NC),NC,57,R985955,B941625,CODEINE,P,MCG,T,OF1333864,0,5,22448
08/18/2009,SUN PHARMA GLOBAL INC,SMITH DRUG COMPANY,RITE AID #9320 (LA),LA,204,R210594,B130134,HYDROCODONE,X,ML,T,OF6262851,0,20,36498
01/16/2010,RHODES TECHNOLOGIES,VALUEDRUGCO,COMMUNITY PHARMACY #4270 (AR),AR,147,R780872,B207503,FENTANYL,S,ML,S,OF7262624,0,20,7351
02/02/2010,PAR PHARMACEUTICAL INC,MCKESSON CORPORATION,HEALTH MART PHARMACY #4409 (OH),OH,167,R632967,B530515,OXYMORPHONE,X,GM,T,OF5829414,0,40,43615
09/15/2008,WATSON LABORATORIES INC,GULF COAST MEDICAL SUPPLY,KROGER PHARMACY #6580 (OH),OH,432,R210549,B671109,OXYMORPHONE,P,GM,T,OF5385254,0,80,19285
06/01/2010,VINTAGE PHARMACEUTICALS LLC,MCKESSON CORPORATION,QUALITY CARE PHARMACY #3905 (TN),TN,767,R508607,B787405,MORPHINE,S,ML,T,OF1982001,0,5,24497
04/27/2008,QUALITEST PHARMACEUTICALS,DIRECT RX,PEOPLES PHARMACY #2912 (WV),WV,1518,R500398,B475571,OXYMORPHONE,X,GM,T,OF8391474,0,40,38086
02/08/2011,TEVA PHARMACEUTICALS USA INC,HD SMITH WHOLESALE DRUG CO,HARRIS TEETER PHARMACY #6063 (NC),NC,580,R203233,B261960,BUPRENORPHINE,T,ML,T,OF6198717,0,20,31297
05/16/2012,SANDOZ INC,MCKESSON CORPORATION,MEDICO PHARMACY #6550 (VA),VA,1035,R813236,B219363,FENTANYL,T,MCG,S,OF9566544,0,80,46035
10/06/2010,PAR PHARMACEUTICAL INC,KINRAY LLC,HEALTH MART PHARMACY #5593 (KY),KY,215,R874940,B364121,MORPHINE,X,GM,T,OF3454289,0,40,19873
03/02/2012,CADISTA PHARMACEUTICALS INC,AMERISOURCEBERGEN DRUG CORP,WALMART PHARMACY #2083 (MI),MI,630,R351373,B892741,BUPRENORPHINE,T,MCG,S,OF6138195,0,20,235
09/29/2009,SANDOZ INC,AMERISOURCEBERGEN DRUG CORP,HARRIS TEETER PHARMACY #7234 (WV),WV,224,R898646,B535956,MORPHINE,T,ML,T,OF6817553,0,5,5010
11/12/2009,ENDO PHARMACEUTICALS INC,CARDINAL HEALTH INC,PUBLIX PHARMACY #6736 (TN),TN,150,R343079,B156069,MORPHINE,X,ML,S,OF2190869,0,80,596
09/13/2012,ACTAVIS PHARMA INC,MCKESSON CORPORATION,HEALTH MART PHARMACY #8815 (OH),OH,188,R597991,B451015,OXYCODONE,X,MCG,S,OF7028361,0,15,5007
12/08/2013,SUN PHARMA GLOBAL INC,MCKESSON CORPORATION,MAIN STREET PHARMACY #6319 (OH),OH,153,R580420,B633293,FENTANYL,T,MCG,S,OF9982815,0,15,7820
09/19/2009,SANDOZ INC,BURLINGTON DRUG COMPANY INC,KROGER PHARMACY #7794 (MA),MA,784,R185672,B403809,FENTANYL,X,GM,T,OF5263735,0,5,20414
11/06/2011,HIKMA PHARMACEUTICALS,DAKOTA DRUG INC,MAIN STREET PHARMACY #1103 (AK),AK,923,R140405,B895961,BUPRENORPHINE,X,MCG,T,OF5438271,0,15,39917
12/23/2011,AMNEAL PHARMACEUTICALS LLC,GULF COAST MEDICAL SUPPLY,HEALTH MART PHARMACY #6267 (ID),ID,406,R966717,B387147,FENTANYL,P,GM,S,OF9078507,0,10,28002
06/09/2007,ACTAVIS PHARMA INC,KEYSOURCE MEDICAL INC,MAIN STREET PHARMACY #3572 (TN),TN,1121,R920291,B745533,OXYMORPHONE,X,MCG,S,OF7583863,0,5,31072
05/04/2007,CADISTA PHARMACEUTICALS INC,PENN PHARMACEUTICAL SERVICES INC,KROGER PHARMACY #9142 (OH),OH,747,R302377,B504229,HYDROCODONE,X,ML,S,OF9513147,0,20,43755
10/10/2008,IMPAX LABORATORIES INC,NATIONAL WHOLESALE DRUG CO INC,WALMART PHARMACY #6240 (NC),NC,138,R255369,B897359,FENTANYL,X,GM,S,OF7141471,0,30,34042
07/02/2013,HIKMA PHARMACEUTICALS,PENN PHARMACEUTICAL SERVICES INC,HARRIS TEETER PHARMACY #9191 (IN),IN,58,R647169,B573732,OXYMORPHONE,T,GM,T,OF6341530,0,20,42274
07/18/2009,ABBOTT LABORATORIES,SMITH DRUG COMPANY,HARRIS TEETER PHARMACY #7275 (IN),IN,64,R230441,B193365,OXYMORPHONE,S,GM,T,OF7475650,0,40,39158
07/12/2009,WATSON LABORATORIES INC,CARDINAL HEALTH INC,WINN-DIXIE PHARMACY #8038 (SD),SD,249,R136281,B256799,OXYMORPHONE,S,ML,S,OF1273585,0,30,903
10/15/2011,SANDOZ INC,HD SMITH WHOLESALE DRUG CO,KROGER PHARMACY #6683 (OH),OH,150,R772018,B855765,BUPRENORPHINE,S,ML,T,OF1019577,0,30,2866
04/23/2013,RHODES TECHNOLOGIES,MIAMI-LUKEN INC,WALMART PHARMACY #3253 (WY),WY,5174,R802676,B198683,OXYMORPHONE,X,ML,S,OF6247716,0,20,28346
06/29/2008,JANSSEN PHARMACEUTICALS INC,BURLINGTON DRUG COMPANY INC,PUBLIX PHARMACY #1973 (TN),TN,2698,R283015,B726597,METHADONE,X,GM,S,OF7067772,0,10,25141
05/02/2014,VINTAGE PHARMACEUTICALS LLC,PENN PHARMACEUTICAL SERVICES INC,VILLAGE PHARMACY #1845 (LA),LA,733,R168535,B733699,MORPHINE,P,MCG,S,OF5940614,0,15,24408
04/26/2008,SANDOZ INC,PENN PHARMACEUTICAL SERVICES INC,COMMUNITY PHARMACY #7046 (MI),MI,810,R654412,B265579,MORPHINE,T,GM,T,OF8984647,0,5,32853
07/10/2011,PURDUE PHARMA LP,BELLCO DRUG CORP,VILLAGE PHARMACY #2291 (AK),AK,1021,R618330,B954366,OXYMORPHONE,P,GM,S,OF1936546,0,30,1820
05/05/2009,MYLAN PHARMACEUTICALS INC,DIRECT RX,MEDICO PHARMACY #9929 (VT),VT,1107,R567370,B471789,MORPHINE,X,ML,S,OF3052885,0,20,42557
04/30/2010,SANDOZ INC,KEYSOURCE MEDICAL INC,HARRIS TEETER PHARMACY #5365 (FL),FL,222,R668307,B968044,MORPHINE,X,MCG,S,OF7365382,0,40,10295
08/16/2011,ABBOTT LABORATORIES,HD SMITH WHOLESALE DRUG CO,COMMUNITY PHARMACY #4205 (PA),PA,1611,R880313,B495727,OXYCODONE,X,ML,S,OF2682665,0,40,15539
07/26/2011,PURDUE PHARMA LP,CARDINAL HEALTH INC,MAIN STREET PHARMACY #5646 (FL),FL,337,R294794,B376972,MORPHINE,P,MCG,S,OF7280511,0,40,28995
09/06/2012,ABBOTT LABORATORIES,MORRIS & DICKSON CO LLC,HARRIS TEETER PHARMACY #9396 (VA),VA,195,R646049,B956269,BUPRENORPHINE,P,MCG,T,OF1261451,0,80,38127
10/20/2011,ENDO PHARMACEUTICALS INC,VALUEDRUGCO,WALMART PHARMACY #2083 (MI),MI,369,R457519,B429277,OXYMORPHONE,X,MCG,S,OF4159633,0,5,33402
08/18/2012,PAR PHARMACEUTICAL INC,NATIONAL WHOLESALE DRUG CO INC,WINN-DIXIE PHARMACY #7583 (TN),TN,189,R595663,B752468,OXYMORPHONE,T,ML,T,OF7757177,0,20,2654
10/31/2013,RHODES TECHNOLOGIES,GULF COAST MEDICAL SUPPLY,HARRIS TEETER PHARMACY #9689 (OK),OK,197,R440118,B105717,CODEINE,S,MCG,T,OF5758778,0,40,40367
09/19/2014,SANDOZ INC,ANDA INC,WINN-DIXIE PHARMACY #4833 (LA),LA,24,R783576,B940827,CODEINE,X,GM,S,OF1084243,0,80,5850
02/27/2013,MYLAN PHARMACEUTICALS INC,VALUEDRUGCO,WALGREENS #4408 (TN),TN,153,R726076,B380221,HYDROCODONE,P,MCG,T,OF2081774,0,10,48344
12/18/2009,CADISTA PHARMACEUTICALS INC,AMERISOURCEBERGEN DRUG CORP,HARRIS TEETER PHARMACY #9862 (LA),LA,589,R544909,B847110,CODEINE,P,GM,T,OF9570809,0,20,47917
07/24/2013,AMNEAL PHARMACEUTICALS LLC,BELLCO DRUG CORP,VILLAGE PHARMACY #8894 (WI),WI,123,R394604,B200532,HYDROCODONE,T,MCG,S,OF7754948,0,30,39403
09/08/2010,ACTAVIS PHARMA INC,DAKOTA DRUG INC,SUNRISE PHARMACY #9537 (KY),KY,883,R310417,B905231,BUPRENORPHINE,X,ML,T,OF2291891,0,20,34240
