date,manufacturer,distributor,retailer,retailer_state,quantity,manufacturer_enc,distributor_enc,retailer_enc,retailer_state_enc,tx_freq_per_pair,vol_concentration,month,year,day_of_week
2009-05-29,CADISTA PHARMACEUTICALS INC,DIRECT RX,WINN-DIXIE PHARMACY #2902 (IN),IN,1035,3,6,2005,14,3,0.029,5,2009,4
2010-08-01,SUN PHARMA GLOBAL INC,MIAMI-LUKEN INC,FAMILY CARE PHARMACY #1129 (MS),MS,178,16,13,312,24,1,0.0595,8,2010,6
2012-06-13,VINTAGE PHARMACEUTICALS LLC,PENN PHARMACEUTICAL SERVICES INC,RITE AID #3349 (TN),TN,852,18,16,1501,41,8,0.016,6,2012,2
2010-01-27,JANSSEN PHARMACEUTICALS INC,VALUEDRUGCO,FAMILY CARE PHARMACY #5952 (MI),MI,370,7,19,372,21,3,0.0157,1,2010,2
2013-04-05,AMNEAL PHARMACEUTICALS LLC,GULF COAST MEDICAL SUPPLY,PUBLIX PHARMACY #1697 (MI),MI,82,2,7,1285,21,7,0.0752,4,2013,4
2008-06-24,PURDUE PHARMA LP,GULF COAST MEDICAL SUPPLY,HEALTH MART PHARMACY #9073 (NY),NY,77,12,7,715,33,1,0.0083,6,2008,1
2008-06-29,PAR PHARMACEUTICAL INC,MIAMI-LUKEN INC,CVS PHARMACY #2408 (IN),IN,194,11,13,215,14,7,0.0246,6,2008,6
2014-03-03,SUN PHARMA GLOBAL INC,MORRIS & DICKSON CO LLC,RITE AID #3893 (AZ),AZ,372,16,14,1511,3,2,0.138,3,2014,0
2012-06-24,MYLAN PHARMACEUTICALS INC,SMITH DRUG COMPANY,PUBLIX PHARMACY #1697 (MI),MI,33,10,18,1285,21,4,0.0207,6,2012,6
2010-12-04,JANSSEN PHARMACEUTICALS INC,MCKESSON CORPORATION,CVS PHARMACY #1614 (NM),NM,233,7,12,199,31,2,0.033,12,2010,5
2012-12-29,MALLINCKRODT LLC,MORRIS & DICKSON CO LLC,PEOPLES PHARMACY #6564 (IN),IN,170,9,14,1243,14,8,0.2943,12,2012,5
2011-02-18,TEVA PHARMACEUTICALS USA INC,GULF COAST MEDICAL SUPPLY,GOOD NEIGHBOR PHARMACY #5339 (PA),PA,277,17,7,446,37,5,0.0062,2,2011,4
2010-11-05,WATSON LABORATORIES INC,CARDINAL HEALTH INC,WINN-DIXIE PHARMACY #6849 (MD),MD,4230,19,4,2052,19,1,0.309,11,2010,4
2014-04-30,CADISTA PHARMACEUTICALS INC,MIAMI-LUKEN INC,GOOD NEIGHBOR PHARMACY #1784 (PA),PA,767,3,13,411,37,4,0.105,4,2014,2
2007-02-05,QUALITEST PHARMACEUTICALS,KEYSOURCE MEDICAL INC,FAMILY CARE PHARMACY #3933 (MO),MO,161,13,10,344,23,1,0.0903,2,2007,0
2011-11-12,PURDUE PHARMA LP,VALUEDRUGCO,MAIN STREET PHARMACY #6319 (OH),OH,607,12,19,1003,34,3,0.0869,11,2011,5
2011-03-03,LANNETT COMPANY INC,MIAMI-LUKEN INC,QUALITY CARE PHARMACY #6874 (MI),MI,498,8,13,1435,21,2,0.449,3,2011,3
2007-03-20,AMNEAL PHARMACEUTICALS LLC,MIAMI-LUKEN INC,CORNER DRUG STORE #9661 (KY),KY,52,2,13,190,16,3,0.0109,3,2007,1
2013-02-24,LANNETT COMPANY INC,DAKOTA DRUG INC,KROGER PHARMACY #2636 (VA),VA,117,8,5,848,44,3,0.1921,2,2013,6
2014-07-11,PURDUE PHARMA LP,ANDA INC,QUALITY CARE PHARMACY #2379 (SD),SD,300,12,1,1370,40,3,0.0634,7,2014,4
2008-12-04,QUALITEST PHARMACEUTICALS,BURLINGTON DRUG COMPANY INC,COMMUNITY PHARMACY #7344 (LA),LA,402,13,3,70,17,2,0.0323,12,2008,3
2010-08-26,ABBOTT LABORATORIES,HENRY SCHEIN INC,HOMETOWN PHARMACY #7488 (TN),TN,10,0,9,801,41,2,0.151,8,2010,3
2008-02-25,MYLAN PHARMACEUTICALS INC,ANDA INC,VILLAGE PHARMACY #8618 (LA),LA,1145,10,1,1753,17,3,0.0728,2,2008,0
2011-07-07,MYLAN PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,MEDICO PHARMACY #9648 (MA),MA,39,10,14,1157,18,2,0.006,7,2011,3
2011-06-14,IMPAX LABORATORIES INC,AMERISOURCEBERGEN DRUG CORP,MAIN STREET PHARMACY #3509 (ME),ME,782,6,0,974,20,2,0.1353,6,2011,1
2008-08-17,WATSON LABORATORIES INC,HENRY SCHEIN INC,WALMART PHARMACY #1108 (WV),WV,78,19,9,1887,48,9,0.0347,8,2008,6
2007-09-24,HIKMA PHARMACEUTICALS,ANDA INC,GOOD NEIGHBOR PHARMACY #5417 (HI),HI,726,5,1,447,10,2,0.0777,9,2007,0
2010-12-26,WATSON LABORATORIES INC,ANDA INC,MAIN STREET PHARMACY #6319 (OH),OH,91,19,1,1003,34,2,0.0211,12,2010,6
2014-06-23,PURDUE PHARMA LP,PRESCRIPTION SUPPLY INC,CVS PHARMACY #6761 (LA),LA,449,12,17,267,17,4,0.1485,6,2014,0
2014-03-08,TEVA PHARMACEUTICALS USA INC,BELLCO DRUG CORP,CORNER DRUG STORE #1473 (PA),PA,412,17,2,103,37,3,0.0162,3,2014,5
2011-08-12,MYLAN PHARMACEUTICALS INC,HD SMITH WHOLESALE DRUG CO,WINN-DIXIE PHARMACY #9226 (CT),CT,168,10,8,2082,6,1,0.0121,8,2011,4
2009-05-02,HIKMA PHARMACEUTICALS,HENRY SCHEIN INC,MAIN STREET PHARMACY #6528 (OH),OH,603,5,9,1007,34,6,0.0353,5,2009,5
2013-05-19,MALLINCKRODT LLC,HENRY SCHEIN INC,CVS PHARMACY #6755 (TN),TN,103,9,9,266,41,4,0.0395,5,2013,6
2009-11-23,MALLINCKRODT LLC,DAKOTA DRUG INC,RITE AID #3495 (IL),IL,199,9,5,1505,13,1,0.0454,11,2009,0
2011-02-24,PAR PHARMACEUTICAL INC,BURLINGTON DRUG COMPANY INC,MEDICO PHARMACY #9453 (TN),TN,190,11,3,1150,41,5,0.0148,2,2011,3
2010-05-06,LANNETT COMPANY INC,NATIONAL WHOLESALE DRUG CO INC,SUNRISE PHARMACY #8405 (VA),VA,345,8,15,1636,44,5,0.0312,5,2010,3
2012-09-24,VINTAGE PHARMACEUTICALS LLC,BURLINGTON DRUG COMPANY INC,PEOPLES PHARMACY #6284 (NH),NH,155,18,3,1238,29,3,0.0057,9,2012,0
2013-06-13,VINTAGE PHARMACEUTICALS LLC,PENN PHARMACEUTICAL SERVICES INC,WINN-DIXIE PHARMACY #5416 (AL),AL,12,18,16,2032,1,3,0.0013,6,2013,3
2012-12-31,MYLAN PHARMACEUTICALS INC,HENRY SCHEIN INC,RITE AID #9329 (MN),MN,252,10,9,1560,22,1,0.0104,12,2012,0
2013-01-09,PAR PHARMACEUTICAL INC,AMERISOURCEBERGEN DRUG CORP,QUALITY CARE PHARMACY #5232 (TN),TN,1508,11,0,1406,41,3,0.178,1,2013,2
2013-05-10,VINTAGE PHARMACEUTICALS LLC,BELLCO DRUG CORP,MEDICO PHARMACY #1621 (MI),MI,695,18,2,1059,21,6,0.012,5,2013,4
2009-11-17,JANSSEN PHARMACEUTICALS INC,DAKOTA DRUG INC,VILLAGE PHARMACY #1306 (NJ),NJ,903,7,5,1665,30,5,0.0927,11,2009,1
2014-02-17,LANNETT COMPANY INC,DIRECT RX,HARRIS TEETER PHARMACY #4474 (IN),IN,158,8,6,558,14,4,0.0259,2,2014,0
2009-04-01,IMPAX LABORATORIES INC,VALUEDRUGCO,MAIN STREET PHARMACY #8902 (TN),TN,456,6,19,1041,41,6,0.0479,4,2009,2
2013-03-20,HIKMA PHARMACEUTICALS,PRESCRIPTION SUPPLY INC,GOOD NEIGHBOR PHARMACY #6194 (NH),NH,417,5,17,464,29,2,0.0165,3,2013,2
2007-07-03,QUALITEST PHARMACEUTICALS,HD SMITH WHOLESALE DRUG CO,QUALITY CARE PHARMACY #8747 (MN),MN,1249,13,8,1462,22,2,0.2425,7,2007,1
2011-03-17,MALLINCKRODT LLC,BURLINGTON DRUG COMPANY INC,HARRIS TEETER PHARMACY #6758 (NC),NC,10,9,3,587,26,6,0.0223,3,2011,3
2012-11-29,HIKMA PHARMACEUTICALS,VALUEDRUGCO,RITE AID #5178 (ND),ND,366,5,19,1520,27,3,0.02,11,2012,3
2012-12-18,JANSSEN PHARMACEUTICALS INC,PENN PHARMACEUTICAL SERVICES INC,VILLAGE PHARMACY #1823 (TX),TX,400,7,16,1672,42,1,0.1248,12,2012,1
2012-10-16,QUALITEST PHARMACEUTICALS,NATIONAL WHOLESALE DRUG CO INC,VILLAGE PHARMACY #6654 (CA),CA,46,13,15,1731,4,1,0.0136,10,2012,1
2011-09-16,ABBOTT LABORATORIES,MIAMI-LUKEN INC,SUNRISE PHARMACY #2784 (IN),IN,91,0,13,1585,14,5,0.0046,9,2011,4
2012-06-08,SUN PHARMA GLOBAL INC,MIAMI-LUKEN INC,COMMUNITY PHARMACY #2590 (PA),PA,72,16,13,12,37,7,0.0433,6,2012,4
2008-11-27,CADISTA PHARMACEUTICALS INC,KEYSOURCE MEDICAL INC,CVS PHARMACY #1614 (NM),NM,467,3,10,199,31,1,0.0661,11,2008,3
2012-03-23,TEVA PHARMACEUTICALS USA INC,SMITH DRUG COMPANY,CORNER DRUG STORE #6200 (PA),PA,274,17,18,151,37,6,0.0041,3,2012,4
2010-12-11,VINTAGE PHARMACEUTICALS LLC,HD SMITH WHOLESALE DRUG CO,RITE AID #3349 (TN),TN,244,18,8,1501,41,8,0.0056,12,2010,5
2013-10-23,ABBOTT LABORATORIES,DIRECT RX,HARRIS TEETER PHARMACY #4161 (CA),CA,340,0,6,551,4,2,0.0443,10,2013,2
2010-11-22,HIKMA PHARMACEUTICALS,GULF COAST MEDICAL SUPPLY,SUNRISE PHARMACY #6128 (IL),IL,1820,5,7,1612,13,1,0.0429,11,2010,0
2010-02-24,JANSSEN PHARMACEUTICALS INC,NATIONAL WHOLESALE DRUG CO INC,PEOPLES PHARMACY #6007 (WV),WV,447,7,15,1237,48,5,0.0963,2,2010,2
2011-01-29,ACTAVIS PHARMA INC,NATIONAL WHOLESALE DRUG CO INC,VILLAGE PHARMACY #7086 (IN),IN,1147,1,15,1736,14,2,0.2552,1,2011,5
2008-08-29,TEVA PHARMACEUTICALS USA INC,KINRAY LLC,SUNRISE PHARMACY #4273 (OR),OR,91,17,11,1594,36,1,0.2273,8,2008,4
2013-09-02,PURDUE PHARMA LP,HD SMITH WHOLESALE DRUG CO,MAIN STREET PHARMACY #4010 (LA),LA,64,12,8,978,17,2,0.0141,9,2013,0
2014-04-08,PURDUE PHARMA LP,DAKOTA DRUG INC,COMMUNITY PHARMACY #5731 (WV),WV,319,12,5,51,48,5,0.0166,4,2014,1
2009-09-07,SANDOZ INC,ANDA INC,COMMUNITY PHARMACY #9384 (NH),NH,254,15,1,89,29,2,0.0773,9,2009,0
2007-03-22,AMNEAL PHARMACEUTICALS LLC,CARDINAL HEALTH INC,PEOPLES PHARMACY #3259 (MA),MA,216,2,4,1198,18,2,0.1841,3,2007,3
2012-10-30,JANSSEN PHARMACEUTICALS INC,BELLCO DRUG CORP,MAIN STREET PHARMACY #7935 (KY),KY,110,7,2,1028,16,9,0.0046,10,2012,1
2013-01-10,IMPAX LABORATORIES INC,CARDINAL HEALTH INC,HEALTH MART PHARMACY #8336 (NE),NE,332,6,4,704,28,1,0.013,1,2013,3
2012-01-17,VINTAGE PHARMACEUTICALS LLC,BELLCO DRUG CORP,RITE AID #9223 (WV),WV,143,18,2,1556,48,4,0.0207,1,2012,1
2010-11-07,CADISTA PHARMACEUTICALS INC,DIRECT RX,RITE AID #3607 (MN),MN,1805,3,6,1506,22,3,0.3073,11,2010,6
2010-11-06,ENDO PHARMACEUTICALS INC,VALUEDRUGCO,PUBLIX PHARMACY #2055 (NC),NC,209,4,19,1293,26,4,0.0391,11,2010,5
2011-11-10,PAR PHARMACEUTICAL INC,BURLINGTON DRUG COMPANY INC,GOOD NEIGHBOR PHARMACY #6272 (NC),NC,57,11,3,465,26,13,0.0356,11,2011,3
2009-08-18,SUN PHARMA GLOBAL INC,SMITH DRUG COMPANY,RITE AID #9320 (LA),LA,204,16,18,1558,17,1,0.0354,8,2009,1
2010-01-16,RHODES TECHNOLOGIES,VALUEDRUGCO,COMMUNITY PHARMACY #4270 (AR),AR,147,14,19,34,2,3,0.0179,1,2010,5
2010-02-02,PAR PHARMACEUTICAL INC,MCKESSON CORPORATION,HEALTH MART PHARMACY #4409 (OH),OH,167,11,12,654,34,6,0.106,2,2010,1
2008-09-15,WATSON LABORATORIES INC,GULF COAST MEDICAL SUPPLY,KROGER PHARMACY #6580 (OH),OH,432,19,7,891,34,3,0.0505,9,2008,0
2010-06-01,VINTAGE PHARMACEUTICALS LLC,MCKESSON CORPORATION,QUALITY CARE PHARMACY #3905 (TN),TN,767,18,12,1389,41,5,0.0116,6,2010,1
2008-04-27,QUALITEST PHARMACEUTICALS,DIRECT RX,PEOPLES PHARMACY #2912 (WV),WV,1518,13,6,1193,48,11,0.0244,4,2008,6
2011-02-08,TEVA PHARMACEUTICALS USA INC,HD SMITH WHOLESALE DRUG CO,HARRIS TEETER PHARMACY #6063 (NC),NC,580,17,8,578,26,13,0.0223,2,2011,1
2012-05-16,SANDOZ INC,MCKESSON CORPORATION,MEDICO PHARMACY #6550 (VA),VA,1035,15,12,1110,44,5,0.0722,5,2012,2
2010-10-06,PAR PHARMACEUTICAL INC,KINRAY LLC,HEALTH MART PHARMACY #5593 (KY),KY,215,11,11,672,16,6,0.068,10,2010,2
2012-03-02,CADISTA PHARMACEUTICALS INC,AMERISOURCEBERGEN DRUG CORP,WALMART PHARMACY #2083 (MI),MI,630,3,0,1898,21,2,0.0498,3,2012,4
2009-09-29,SANDOZ INC,AMERISOURCEBERGEN DRUG CORP,HARRIS TEETER PHARMACY #7234 (WV),WV,224,15,0,591,48,6,0.032,9,2009,1
2009-11-12,ENDO PHARMACEUTICALS INC,CARDINAL HEALTH INC,PUBLIX PHARMACY #6736 (TN),TN,150,4,4,1340,41,7,0.0039,11,2009,3
2012-09-13,ACTAVIS PHARMA INC,MCKESSON CORPORATION,HEALTH MART PHARMACY #8815 (OH),OH,188,1,12,707,34,4,0.0111,9,2012,3
2013-12-08,SUN PHARMA GLOBAL INC,MCKESSON CORPORATION,MAIN STREET PHARMACY #6319 (OH),OH,153,16,12,1003,34,3,0.1869,12,2013,6
2009-09-19,SANDOZ INC,BURLINGTON DRUG COMPANY INC,KROGER PHARMACY #7794 (MA),MA,784,15,3,911,18,1,0.0721,9,2009,5
2011-11-06,HIKMA PHARMACEUTICALS,DAKOTA DRUG INC,MAIN STREET PHARMACY #1103 (AK),AK,923,5,5,938,0,1,0.7584,11,2011,6
2011-12-23,AMNEAL PHARMACEUTICALS LLC,GULF COAST MEDICAL SUPPLY,HEALTH MART PHARMACY #6267 (ID),ID,406,2,7,678,12,2,0.2565,12,2011,4
2007-06-09,ACTAVIS PHARMA INC,KEYSOURCE MEDICAL INC,MAIN STREET PHARMACY #3572 (TN),TN,1121,1,10,975,41,3,0.0632,6,2007,5
2007-05-04,CADISTA PHARMACEUTICALS INC,PENN PHARMACEUTICAL SERVICES INC,KROGER PHARMACY #9142 (OH),OH,747,3,16,926,34,3,0.0418,5,2007,4
2008-10-10,IMPAX LABORATORIES INC,NATIONAL WHOLESALE DRUG CO INC,WALMART PHARMACY #6240 (NC),NC,138,6,15,1940,26,5,0.0127,10,2008,4
2013-07-02,HIKMA PHARMACEUTICALS,PENN PHARMACEUTICAL SERVICES INC,HARRIS TEETER PHARMACY #9191 (IN),IN,58,5,16,615,14,6,0.0035,7,2013,1
2009-07-18,ABBOTT LABORATORIES,SMITH DRUG COMPANY,HARRIS TEETER PHARMACY #7275 (IN),IN,64,0,18,594,14,5,0.1286,7,2009,5
2009-07-12,WATSON LABORATORIES INC,CARDINAL HEALTH INC,WINN-DIXIE PHARMACY #8038 (SD),SD,249,19,4,2066,40,1,0.0996,7,2009,6
2011-10-15,SANDOZ INC,HD SMITH WHOLESALE DRUG CO,KROGER PHARMACY #6683 (OH),OH,150,15,8,894,34,3,0.0061,10,2011,5
2013-04-23,RHODES TECHNOLOGIES,MIAMI-LUKEN INC,WALMART PHARMACY #3253 (WY),WY,5174,14,13,1913,49,3,0.5894,4,2013,1
2008-06-29,JANSSEN PHARMACEUTICALS INC,BURLINGTON DRUG COMPANY INC,PUBLIX PHARMACY #1973 (TN),TN,2698,7,3,1289,41,3,0.0715,6,2008,6
2014-05-02,VINTAGE PHARMACEUTICALS LLC,PENN PHARMACEUTICAL SERVICES INC,VILLAGE PHARMACY #1845 (LA),LA,733,18,16,1674,17,3,0.0201,5,2014,4
2008-04-26,SANDOZ INC,PENN PHARMACEUTICAL SERVICES INC,COMMUNITY PHARMACY #7046 (MI),MI,810,15,16,67,21,5,0.0321,4,2008,5
2011-07-10,PURDUE PHARMA LP,BELLCO DRUG CORP,VILLAGE PHARMACY #2291 (AK),AK,1021,12,2,1682,0,1,0.0761,7,2011,6
2009-05-05,MYLAN PHARMACEUTICALS INC,DIRECT RX,MEDICO PHARMACY #9929 (VT),VT,1107,10,6,1164,45,3,0.2514,5,2009,1
2010-04-30,SANDOZ INC,KEYSOURCE MEDICAL INC,HARRIS TEETER PHARMACY #5365 (FL),FL,222,15,10,567,8,1,0.0378,4,2010,4
2011-08-16,ABBOTT LABORATORIES,HD SMITH WHOLESALE DRUG CO,COMMUNITY PHARMACY #4205 (PA),PA,1611,0,8,33,37,4,0.0718,8,2011,1
2011-07-26,PURDUE PHARMA LP,CARDINAL HEALTH INC,MAIN STREET PHARMACY #5646 (FL),FL,337,12,4,999,8,2,0.0332,7,2011,1
2012-09-06,ABBOTT LABORATORIES,MORRIS & DICKSON CO LLC,HARRIS TEETER PHARMACY #9396 (VA),VA,195,0,14,617,44,4,0.0894,9,2012,3
2011-10-20,ENDO PHARMACEUTICALS INC,VALUEDRUGCO,WALMART PHARMACY #2083 (MI),MI,369,4,19,1898,21,3,0.0287,10,2011,3
2012-08-18,PAR PHARMACEUTICAL INC,NATIONAL WHOLESALE DRUG CO INC,WINN-DIXIE PHARMACY #7583 (TN),TN,189,11,15,2059,41,5,0.0841,8,2012,5
2013-10-31,RHODES TECHNOLOGIES,GULF COAST MEDICAL SUPPLY,HARRIS TEETER PHARMACY #9689 (OK),OK,197,14,7,621,35,2,0.0142,10,2013,3
2014-09-19,SANDOZ INC,ANDA INC,WINN-DIXIE PHARMACY #4833 (LA),LA,24,15,1,2027,17,6,0.5195,9,2014,4
2013-02-27,MYLAN PHARMACEUTICALS INC,VALUEDRUGCO,WALGREENS #4408 (TN),TN,153,10,19,1811,41,5,0.4349,2,2013,2
2009-12-18,CADISTA PHARMACEUTICALS INC,AMERISOURCEBERGEN DRUG CORP,HARRIS TEETER PHARMACY #9862 (LA),LA,589,3,0,624,17,3,0.1243,12,2009,4
2013-07-24,AMNEAL PHARMACEUTICALS LLC,BELLCO DRUG CORP,VILLAGE PHARMACY #8894 (WI),WI,123,2,2,1759,47,3,0.0456,7,2013,2
2010-09-08,ACTAVIS PHARMA INC,DAKOTA DRUG INC,SUNRISE PHARMACY #9537 (KY),KY,883,1,5,1655,16,8,0.0225,9,2010,2
2009-02-27,PURDUE PHARMA LP,BELLCO DRUG CORP,CORNER DRUG STORE #6200 (PA),PA,163,12,2,151,37,5,0.0885,2,2009,4
2012-07-02,ABBOTT LABORATORIES,MORRIS & DICKSON CO LLC,QUALITY CARE PHARMACY #9563 (GA),GA,143,0,14,1473,9,2,0.0553,7,2012,0
2012-09-21,AMNEAL PHARMACEUTICALS LLC,BELLCO DRUG CORP,HOMETOWN PHARMACY #8707 (WV),WV,42,2,2,815,48,3,0.0397,9,2012,4
2014-05-05,HIKMA PHARMACEUTICALS,DAKOTA DRUG INC,COMMUNITY PHARMACY #9734 (IN),IN,145,5,5,93,14,3,0.0985,5,2014,0
2012-01-19,TEVA PHARMACEUTICALS USA INC,AMERISOURCEBERGEN DRUG CORP,MEDICO PHARMACY #9833 (TN),TN,609,17,0,1161,41,3,0.1126,1,2012,3
2012-04-11,HIKMA PHARMACEUTICALS,MCKESSON CORPORATION,WINN-DIXIE PHARMACY #1222 (LA),LA,182,5,12,1983,17,4,0.068,4,2012,2
2012-02-12,SANDOZ INC,PENN PHARMACEUTICAL SERVICES INC,VILLAGE PHARMACY #1037 (MI),MI,158,15,16,1664,21,6,0.0998,2,2012,6
2008-03-03,JANSSEN PHARMACEUTICALS INC,SMITH DRUG COMPANY,CVS PHARMACY #6466 (KY),KY,65,7,18,264,16,5,0.0591,3,2008,0
2008-02-17,HIKMA PHARMACEUTICALS,DIRECT RX,MEDICO PHARMACY #3359 (WY),WY,830,5,6,1078,49,1,0.3727,2,2008,6
2010-11-17,MALLINCKRODT LLC,PRESCRIPTION SUPPLY INC,PEOPLES PHARMACY #5942 (WI),WI,17,9,17,1236,47,2,0.0005,11,2010,2
2011-07-04,JANSSEN PHARMACEUTICALS INC,HD SMITH WHOLESALE DRUG CO,WINN-DIXIE PHARMACY #2880 (MI),MI,2795,7,8,2004,21,4,0.0394,7,2011,0
2012-06-28,MYLAN PHARMACEUTICALS INC,ANDA INC,CVS PHARMACY #6466 (KY),KY,900,10,1,264,16,7,0.1274,6,2012,3
2008-03-26,RHODES TECHNOLOGIES,KINRAY LLC,WALGREENS #2082 (LA),LA,110,14,11,1782,17,3,0.0708,3,2008,2
2012-03-23,MYLAN PHARMACEUTICALS INC,DAKOTA DRUG INC,CORNER DRUG STORE #4123 (OH),OH,380,10,5,129,34,4,0.0567,3,2012,4
2012-03-12,QUALITEST PHARMACEUTICALS,KEYSOURCE MEDICAL INC,HOMETOWN PHARMACY #9385 (MI),MI,785,13,10,824,21,6,0.0454,3,2012,0
2014-01-28,JANSSEN PHARMACEUTICALS INC,PRESCRIPTION SUPPLY INC,VILLAGE PHARMACY #2732 (TX),TX,286,7,17,1686,42,3,0.3073,1,2014,1
2011-07-14,MYLAN PHARMACEUTICALS INC,KEYSOURCE MEDICAL INC,CORNER DRUG STORE #4480 (IN),IN,149,10,10,136,14,4,0.0044,7,2011,3
2013-06-15,LANNETT COMPANY INC,AMERISOURCEBERGEN DRUG CORP,VILLAGE PHARMACY #7334 (PA),PA,301,8,0,1739,37,3,0.0468,6,2013,5
2012-06-15,MALLINCKRODT LLC,NATIONAL WHOLESALE DRUG CO INC,CVS PHARMACY #2897 (TX),TX,152,9,15,224,42,3,0.0255,6,2012,4
2013-02-05,AMNEAL PHARMACEUTICALS LLC,KINRAY LLC,COMMUNITY PHARMACY #1898 (TN),TN,47,2,11,4,41,5,0.0216,2,2013,1
2012-08-30,JANSSEN PHARMACEUTICALS INC,VALUEDRUGCO,FAMILY CARE PHARMACY #6476 (AR),AR,846,7,19,378,2,2,0.2932,8,2012,3
2007-03-04,HIKMA PHARMACEUTICALS,BURLINGTON DRUG COMPANY INC,CORNER DRUG STORE #9661 (KY),KY,330,5,3,190,16,7,0.008,3,2007,6
2010-05-30,CADISTA PHARMACEUTICALS INC,NATIONAL WHOLESALE DRUG CO INC,QUALITY CARE PHARMACY #5504 (AZ),AZ,115,3,15,1411,3,1,0.0486,5,2010,6
2009-01-28,JANSSEN PHARMACEUTICALS INC,KINRAY LLC,GOOD NEIGHBOR PHARMACY #8540 (OH),OH,70,7,11,497,34,8,0.0073,1,2009,2
2011-11-14,IMPAX LABORATORIES INC,GULF COAST MEDICAL SUPPLY,PEOPLES PHARMACY #6594 (KY),KY,140,6,7,1244,16,7,0.0025,11,2011,0
2011-11-25,RHODES TECHNOLOGIES,HENRY SCHEIN INC,MAIN STREET PHARMACY #9148 (LA),LA,212,14,9,1045,17,3,0.0228,11,2011,4
2010-08-13,JANSSEN PHARMACEUTICALS INC,ANDA INC,WINN-DIXIE PHARMACY #1109 (AL),AL,315,7,1,1982,1,1,0.1062,8,2010,4
2009-03-04,PURDUE PHARMA LP,BELLCO DRUG CORP,HOMETOWN PHARMACY #3746 (TN),TN,247,12,2,757,41,6,0.0502,3,2009,2
2011-06-08,PURDUE PHARMA LP,NATIONAL WHOLESALE DRUG CO INC,PUBLIX PHARMACY #9432 (NV),NV,392,12,15,1357,32,2,0.2923,6,2011,2
2009-10-23,JANSSEN PHARMACEUTICALS INC,ANDA INC,SUNRISE PHARMACY #7243 (WV),WV,222,7,1,1627,48,4,0.0183,10,2009,4
2013-10-22,AMNEAL PHARMACEUTICALS LLC,DIRECT RX,CVS PHARMACY #7158 (NE),NE,207,2,6,273,28,1,0.1148,10,2013,1
2012-07-02,RHODES TECHNOLOGIES,SMITH DRUG COMPANY,CVS PHARMACY #7287 (MI),MI,113,14,18,277,21,4,0.0158,7,2012,0
2012-01-10,IMPAX LABORATORIES INC,PENN PHARMACEUTICAL SERVICES INC,KROGER PHARMACY #6580 (OH),OH,274,6,16,891,34,6,0.2943,1,2012,1
2011-08-19,LANNETT COMPANY INC,KEYSOURCE MEDICAL INC,GOOD NEIGHBOR PHARMACY #1784 (PA),PA,365,8,10,411,37,2,0.0707,8,2011,4
2011-10-29,SUN PHARMA GLOBAL INC,MCKESSON CORPORATION,WALMART PHARMACY #1108 (WV),WV,394,16,12,1887,48,8,0.0562,10,2011,5
2009-04-05,JANSSEN PHARMACEUTICALS INC,CARDINAL HEALTH INC,FAMILY CARE PHARMACY #9932 (MI),MI,48,7,4,405,21,4,0.0221,4,2009,6
2013-03-30,ABBOTT LABORATORIES,MIAMI-LUKEN INC,WALMART PHARMACY #3253 (WY),WY,86,0,13,1913,49,1,0.5894,3,2013,5
2012-05-31,IMPAX LABORATORIES INC,SMITH DRUG COMPANY,HARRIS TEETER PHARMACY #1096 (WV),WV,237,6,18,513,48,7,0.0231,5,2012,3
2014-01-11,MYLAN PHARMACEUTICALS INC,CARDINAL HEALTH INC,SUNRISE PHARMACY #8999 (NC),NC,455,10,4,1648,26,13,0.0335,1,2014,5
2007-10-27,SUN PHARMA GLOBAL INC,KEYSOURCE MEDICAL INC,CORNER DRUG STORE #8976 (MS),MS,205,16,10,181,24,3,0.097,10,2007,5
2012-06-12,VINTAGE PHARMACEUTICALS LLC,BELLCO DRUG CORP,WALGREENS #3635 (NC),NC,1064,18,2,1799,26,10,0.012,6,2012,1
2012-07-05,QUALITEST PHARMACEUTICALS,MORRIS & DICKSON CO LLC,QUALITY CARE PHARMACY #3071 (KY),KY,90,13,14,1377,16,10,0.0982,7,2012,3
2013-07-06,AMNEAL PHARMACEUTICALS LLC,CARDINAL HEALTH INC,SUNRISE PHARMACY #9849 (CO),CO,162,2,4,1660,5,1,0.0178,7,2013,5
2011-10-16,MYLAN PHARMACEUTICALS INC,PENN PHARMACEUTICAL SERVICES INC,HARRIS TEETER PHARMACY #7237 (KS),KS,337,10,16,592,15,2,0.0862,10,2011,6
2012-10-15,PURDUE PHARMA LP,DIRECT RX,PEOPLES PHARMACY #4809 (WV),WV,51,12,6,1222,48,6,0.0177,10,2012,0
2010-09-29,PURDUE PHARMA LP,MIAMI-LUKEN INC,FAMILY CARE PHARMACY #7438 (PA),PA,796,12,13,385,37,2,0.0705,9,2010,2
2013-09-30,HIKMA PHARMACEUTICALS,DIRECT RX,QUALITY CARE PHARMACY #6470 (OK),OK,134,5,6,1427,35,1,0.0072,9,2013,0
2011-12-18,VINTAGE PHARMACEUTICALS LLC,MCKESSON CORPORATION,QUALITY CARE PHARMACY #9990 (HI),HI,133,18,12,1475,10,1,0.0069,12,2011,6
