entity,type,in_volume,out_volume,in_degree,out_degree,total_transactions,betweenness_centrality,pagerank,composite_risk
VILLAGE PHARMACY #2028 (TN),retailer,98221.0,0.0,19,0,67,0.0,0.0004906240651557269,0.29280295033243947
PUBLIX PHARMACY #1528 (VA),retailer,100338.0,0.0,19,0,53,0.0,0.0004899501897094744,0.29263765374004813
CVS PHARMACY #2408 (IN),retailer,93196.0,0.0,19,0,65,0.0,0.000489777385269115,0.29259526610699166
WINN-DIXIE PHARMACY #5962 (PA),retailer,98658.0,0.0,19,0,59,0.0,0.0004897519939846203,0.29258903781535894
CORNER DRUG STORE #4480 (IN),retailer,89586.0,0.0,19,0,48,0.0,0.00048752419213993247,0.2920425747330521
VILLAGE PHARMACY #7158 (OH),retailer,92370.0,0.0,19,0,59,0.0,0.0004872327443216838,0.29197108476931427
PEOPLES PHARMACY #1397 (OH),retailer,88332.0,0.0,19,0,42,0.0,0.0004870322165607965,0.2919218968136782
WINN-DIXIE PHARMACY #8378 (VA),retailer,85307.0,0.0,19,0,51,0.0,0.0004866564186737105,0.29182971641074373
HOMETOWN PHARMACY #7311 (LA),retailer,98440.0,0.0,19,0,61,0.0,0.0004864901896443918,0.291788941676695
CVS PHARMACY #9746 (TN),retailer,81678.0,0.0,19,0,70,0.0,0.00048585468920949126,0.2916330581867468
CVS PHARMACY #4109 (IN),retailer,82688.0,0.0,19,0,59,0.0,0.00048560481310010113,0.29157176545137276
QUALITY CARE PHARMACY #8199 (WV),retailer,83510.0,0.0,19,0,114,0.0,0.00048534923409085715,0.2915090738374407
VILLAGE PHARMACY #1707 (KY),retailer,78206.0,0.0,19,0,88,0.0,0.00048451928737733166,0.29130549413383955
GOOD NEIGHBOR PHARMACY #8085 (OH),retailer,77822.0,0.0,19,0,67,0.0,0.0004838610474053054,0.29114403280599804
KROGER PHARMACY #8012 (VA),retailer,79001.0,0.0,19,0,63,0.0,0.0004834623402881797,0.29104623294077137
PEOPLES PHARMACY #5108 (MI),retailer,75111.0,0.0,19,0,58,0.0,0.0004833494071279431,0.2910185312836493
PUBLIX PHARMACY #9278 (VA),retailer,74660.0,0.0,19,0,58,0.0,0.00048275381070425995,0.29087243594834244
HARRIS TEETER PHARMACY #4474 (IN),retailer,73439.0,0.0,19,0,63,0.0,0.00048269330969834674,0.29085759550539514
HARRIS TEETER PHARMACY #7261 (KY),retailer,74736.0,0.0,19,0,106,0.0,0.00048265883906982134,0.2908491401187736
SUNRISE PHARMACY #1845 (LA),retailer,77281.0,0.0,19,0,54,0.0,0.00048265740559388633,0.2908487884978789
SUNRISE PHARMACY #8787 (TN),retailer,72388.0,0.0,19,0,62,0.0,0.000482480530893067,0.29080540246046166
KROGER PHARMACY #3523 (OH),retailer,72905.0,0.0,19,0,64,0.0,0.00048224633351871235,0.2907479556011895
SUNRISE PHARMACY #4402 (PA),retailer,70432.0,0.0,19,0,59,0.0,0.0004822426828503992,0.2907470601196351
KROGER PHARMACY #6683 (OH),retailer,69537.0,0.0,19,0,59,0.0,0.00048132604322587017,0.29052221529522704
SUNRISE PHARMACY #6637 (LA),retailer,71139.0,0.0,19,0,57,0.0,0.0004808168466364566,0.2903973131912026
WALGREENS #9211 (LA),retailer,69961.0,0.0,19,0,73,0.0,0.000480752263216907,0.29038147136281145
SUNRISE PHARMACY #7649 (PA),retailer,69213.0,0.0,19,0,79,0.0,0.000480633096029419,0.29035224054556447
MEDICO PHARMACY #9307 (VA),retailer,66796.0,0.0,19,0,56,0.0,0.0004800876572382259,0.29021844850128736
VILLAGE PHARMACY #9964 (OH),retailer,65223.0,0.0,19,0,64,0.0,0.0004795007801960073,0.29007449196485185
FAMILY CARE PHARMACY #9427 (IN),retailer,60868.0,0.0,19,0,51,0.0,0.0004788606016949038,0.2899174609803531
WINN-DIXIE PHARMACY #3643 (MI),retailer,61198.0,0.0,19,0,50,0.0,0.00047856589945189943,0.2898451727306333
CORNER DRUG STORE #3385 (IN),retailer,57639.0,0.0,19,0,54,0.0,0.0004783445257371285,0.28979087141886994
SUNRISE PHARMACY #8451 (IN),retailer,62925.0,0.0,19,0,67,0.0,0.0004782632849700594,0.28977094366807493
SUNRISE PHARMACY #9538 (OH),retailer,62027.0,0.0,19,0,59,0.0,0.0004780930215659648,0.2897291793321546
MAIN STREET PHARMACY #7581 (LA),retailer,60898.0,0.0,19,0,65,0.0,0.00047777784079964543,0.28965186785427005
CVS PHARMACY #1671 (OH),retailer,60878.0,0.0,19,0,46,0.0,0.0004776898842263085,0.28963029276657115
COMMUNITY PHARMACY #2294 (TN),retailer,56940.0,0.0,19,0,76,0.0,0.00047752003871803734,0.28958863093736176
MEDICO PHARMACY #5873 (MI),retailer,57435.0,0.0,19,0,78,0.0,0.0004766646171268978,0.2893788024373627
VILLAGE PHARMACY #1377 (VA),retailer,56033.0,0.0,19,0,54,0.0,0.00047658555939797577,0.28935941016945077
PEOPLES PHARMACY #3668 (MI),retailer,55720.0,0.0,19,0,60,0.0,0.0004764908424148077,0.2893361768039285
SUNRISE PHARMACY #5581 (TN),retailer,54198.0,0.0,19,0,74,0.0,0.0004761506171845929,0.2892527221069028
WALMART PHARMACY #3043 (PA),retailer,53866.0,0.0,19,0,60,0.0,0.0004760320642785817,0.2892236419682945
CVS PHARMACY #6965 (LA),retailer,60093.0,0.0,19,0,55,0.0,0.00047598993581415746,0.2892133081719665
QUALITY CARE PHARMACY #6823 (IN),retailer,55044.0,0.0,19,0,58,0.0,0.0004758625582784944,0.289182063417896
MEDICO PHARMACY #3176 (VA),retailer,51523.0,0.0,19,0,71,0.0,0.00047578758439732424,0.2891636728872056
RITE AID #6549 (IN),retailer,51584.0,0.0,19,0,67,0.0,0.00047568175276222857,0.2891377131809338
CVS PHARMACY #3954 (OH),retailer,50032.0,0.0,19,0,63,0.0,0.0004755127490239431,0.289096257831588
HARRIS TEETER PHARMACY #4306 (PA),retailer,50830.0,0.0,19,0,71,0.0,0.0004754579204356064,0.28908280879012477
FAMILY CARE PHARMACY #3398 (KY),retailer,52489.0,0.0,19,0,81,0.0,0.00047518110781868234,0.2890149087314968
MAIN STREET PHARMACY #6528 (OH),retailer,50958.0,0.0,19,0,51,0.0,0.00047492107310533207,0.2889511241667686
HARRIS TEETER PHARMACY #8060 (MI),retailer,50008.0,0.0,19,0,59,0.0,0.00047485373397269774,0.2889346063826277
WALMART PHARMACY #6376 (OH),retailer,49580.0,0.0,19,0,73,0.0,0.00047469328451685413,0.28889524933460126
HARRIS TEETER PHARMACY #8108 (VA),retailer,49106.0,0.0,19,0,61,0.0,0.00047444336478445233,0.2888339458988297
GOOD NEIGHBOR PHARMACY #7746 (TN),retailer,50421.0,0.0,19,0,67,0.0,0.00047435459689847094,0.2888121718022246
HOMETOWN PHARMACY #7488 (TN),retailer,53815.0,0.0,19,0,67,0.0,0.00047429294249901017,0.2887970484404914
HARRIS TEETER PHARMACY #9191 (IN),retailer,46888.0,0.0,19,0,60,0.0,0.0004742779101001393,0.2887933611058027
CVS PHARMACY #2808 (IN),retailer,49956.0,0.0,19,0,62,0.0,0.0004742621028756989,0.2887894837122136
CVS PHARMACY #4509 (LA),retailer,48754.0,0.0,19,0,55,0.0,0.0004741696922319,0.28876681607443927
CVS PHARMACY #5473 (MI),retailer,47781.0,0.0,19,0,57,0.0,0.00047415100025762185,0.2887622310733528
QUALITY CARE PHARMACY #4445 (LA),retailer,54309.0,0.0,19,0,58,0.0,0.00047412017617022833,0.28875467015591905
QUALITY CARE PHARMACY #3860 (VA),retailer,45693.0,0.0,19,0,57,0.0,0.00047401298122150476,0.28872837603904017
QUALITY CARE PHARMACY #4665 (OH),retailer,48604.0,0.0,19,0,47,0.0,0.0004739954186050903,0.2887240680609666
KROGER PHARMACY #1887 (KY),retailer,46839.0,0.0,19,0,100,0.0,0.00047361887268493975,0.28863170417113226
FAMILY CARE PHARMACY #5612 (LA),retailer,47443.0,0.0,19,0,54,0.0,0.00047360496636696554,0.288628293055641
CORNER DRUG STORE #9561 (PA),retailer,47047.0,0.0,19,0,69,0.0,0.00047360422312853065,0.2886281107448278
VILLAGE PHARMACY #8618 (LA),retailer,47115.0,0.0,19,0,53,0.0,0.00047349704140690234,0.2886018198724562
MAIN STREET PHARMACY #9148 (LA),retailer,44975.0,0.0,19,0,59,0.0,0.0004734213287002112,0.2885832481134073
VILLAGE PHARMACY #8234 (IN),retailer,44694.0,0.0,19,0,66,0.0,0.0004730225819485522,0.2884854385261269
RITE AID #8167 (LA),retailer,45165.0,0.0,19,0,55,0.0,0.0004729974612451959,0.28847927660601785
CORNER DRUG STORE #8237 (VA),retailer,44474.0,0.0,19,0,54,0.0,0.0004728625552689447,0.28844618518194004
MEDICO PHARMACY #8971 (LA),retailer,42521.0,0.0,19,0,55,0.0,0.0004727316592024964,0.28841407735865954
COMMUNITY PHARMACY #2590 (PA),retailer,43833.0,0.0,19,0,60,0.0,0.0004727099604969597,0.28840875482894807
RITE AID #4372 (LA),retailer,44742.0,0.0,19,0,53,0.0,0.0004726224197253159,0.2883872817342857
PUBLIX PHARMACY #1949 (PA),retailer,43441.0,0.0,19,0,72,0.0,0.0004725763974169072,0.2883759928072351
VILLAGE PHARMACY #1845 (LA),retailer,43857.0,0.0,19,0,54,0.0,0.00047256960442059424,0.2883743265361921
MAIN STREET PHARMACY #8644 (MI),retailer,43857.0,0.0,19,0,68,0.0,0.0004724770246501139,0.28835161741291143
CORNER DRUG STORE #2997 (IN),retailer,43253.0,0.0,19,0,60,0.0,0.0004723984195670551,0.2883323361756346
KROGER PHARMACY #9142 (OH),retailer,43217.0,0.0,19,0,47,0.0,0.0004723331250561457,0.28831631992186657
HEALTH MART PHARMACY #9612 (IN),retailer,42238.0,0.0,19,0,65,0.0,0.00047223547077213416,0.2882923660584794
WALGREENS #5846 (PA),retailer,41782.0,0.0,19,0,51,0.0,0.0004720366974080437,0.2882436084432182
KROGER PHARMACY #8280 (OH),retailer,46047.0,0.0,19,0,61,0.0,0.0004719912102406732,0.28823245078225035
KROGER PHARMACY #5686 (VA),retailer,42237.0,0.0,19,0,51,0.0,0.0004719291787862694,0.2882172349317678
CORNER DRUG STORE #5842 (PA),retailer,41716.0,0.0,19,0,47,0.0,0.00047180607956852247,0.2881870396169915
WINN-DIXIE PHARMACY #8561 (LA),retailer,46781.0,0.0,19,0,60,0.0,0.0004716964702415907,0.28816015327124783
MAIN STREET PHARMACY #2208 (PA),retailer,40484.0,0.0,19,0,59,0.0,0.0004715772864902997,0.2881309183910242
PUBLIX PHARMACY #8283 (OH),retailer,39204.0,0.0,19,0,68,0.0,0.0004713909911535246,0.2880852215422689
WINN-DIXIE PHARMACY #7583 (TN),retailer,39917.0,0.0,19,0,83,0.0,0.0004713805691073544,0.28808266509251657
HOMETOWN PHARMACY #3673 (VA),retailer,39523.0,0.0,19,0,68,0.0,0.00047129699493886443,0.2880621649758553
COMMUNITY PHARMACY #8260 (MI),retailer,39218.0,0.0,19,0,69,0.0,0.0004711810093521685,0.28803371458141824
WALGREENS #5306 (TN),retailer,39407.0,0.0,19,0,71,0.0,0.0004710135607460114,0.2879926406943188
CVS PHARMACY #6085 (IN),retailer,39028.0,0.0,19,0,70,0.0,0.0004709503904219169,0.2879771454876435
HARRIS TEETER PHARMACY #7275 (IN),retailer,36285.0,0.0,19,0,64,0.0,0.00047043439458000326,0.2878505755779803
MAIN STREET PHARMACY #9832 (OH),retailer,34648.0,0.0,19,0,57,0.0,0.00047024656970457525,0.28780450354486614
WINN-DIXIE PHARMACY #1912 (OH),retailer,36168.0,0.0,19,0,54,0.0,0.0004701814338589831,0.28778852621051043
GOOD NEIGHBOR PHARMACY #3396 (IN),retailer,35025.0,0.0,19,0,59,0.0,0.000470105931865413,0.2877700061378096
HARRIS TEETER PHARMACY #1893 (LA),retailer,35344.0,0.0,19,0,58,0.0,0.0004699972661850049,0.2877433512614801
RITE AID #9491 (IN),retailer,35263.0,0.0,19,0,60,0.0,0.00046996711476112504,0.28773595534336077
MEDICO PHARMACY #1698 (IN),retailer,35174.0,0.0,19,0,65,0.0,0.0004696941557794261,0.2876690005525484
FAMILY CARE PHARMACY #5152 (MI),retailer,33466.0,0.0,19,0,71,0.0,0.0004696604546200678,0.28766073391094193
KROGER PHARMACY #6580 (OH),retailer,33006.0,0.0,19,0,61,0.0,0.0004694388508273573,0.2876063761627857
WINN-DIXIE PHARMACY #2866 (PA),retailer,32940.0,0.0,19,0,67,0.0,0.00046888380783656947,0.28747022828038676
FAMILY CARE PHARMACY #4012 (VA),retailer,31863.0,0.0,19,0,55,0.0,0.0004687956820480029,0.2874486116854613
RITE AID #2643 (LA),retailer,29589.0,0.0,19,0,53,0.0,0.0004684391136792309,0.28736114813913344
SUNRISE PHARMACY #6784 (TN),retailer,30043.0,0.0,19,0,65,0.0,0.0004683903229488463,0.28734918013893734
FAMILY CARE PHARMACY #5331 (IN),retailer,30573.0,0.0,19,0,62,0.0,0.00046835866135821585,0.2873414137882416
MEDICO PHARMACY #3617 (VA),retailer,29872.0,0.0,19,0,63,0.0,0.0004681543963843316,0.2872913091222892
MEDICO PHARMACY #9833 (TN),retailer,28870.0,0.0,19,0,72,0.0,0.0004680210689421236,0.287258604900772
CVS PHARMACY #5635 (IN),retailer,26943.0,0.0,19,0,56,0.0,0.0004675127007043647,0.28713390598519517
CVS PHARMACY #7218 (LA),retailer,26072.0,0.0,19,0,47,0.0,0.00046735476847159626,0.287095166393108
HOMETOWN PHARMACY #3657 (IN),retailer,27047.0,0.0,19,0,60,0.0,0.00046732685441664134,0.28708831928480405
MAIN STREET PHARMACY #3572 (TN),retailer,26103.0,0.0,19,0,70,0.0,0.00046718402417252324,0.2870532840972565
GOOD NEIGHBOR PHARMACY #1784 (PA),retailer,26905.0,0.0,19,0,67,0.0,0.00046713113575397156,0.28704031096488886
HOMETOWN PHARMACY #9646 (TN),retailer,24852.0,0.0,19,0,63,0.0,0.00046680034185103464,0.2869591697017023
RITE AID #3210 (VA),retailer,24013.0,0.0,19,0,46,0.0,0.000466551987679477,0.2868982502862629
COMMUNITY PHARMACY #9734 (IN),retailer,24651.0,0.0,19,0,63,0.0,0.00046643069440729403,0.2868684979563875
KROGER PHARMACY #9284 (VA),retailer,25059.0,0.0,19,0,48,0.0,0.0004663108209309307,0.28683909389177714
HEALTH MART PHARMACY #8974 (OH),retailer,23119.0,0.0,19,0,50,0.0,0.0004662649985957488,0.2868278540166591
SUNRISE PHARMACY #6542 (PA),retailer,23245.0,0.0,19,0,56,0.0,0.00046618700886249127,0.28680872372007293
MEDICO PHARMACY #8538 (LA),retailer,22438.0,0.0,19,0,57,0.0,0.00046616574352412984,0.28680350749207895
HEALTH MART PHARMACY #7378 (OH),retailer,22283.0,0.0,19,0,42,0.0,0.0004659156099873648,0.28674215161170075
CORNER DRUG STORE #4739 (MI),retailer,22177.0,0.0,19,0,58,0.0,0.00046579748649140966,0.2867131768041583
MEDICO PHARMACY #9532 (OH),retailer,21083.0,0.0,19,0,49,0.0,0.00046554588590810755,0.28665146106826855
WALGREENS #7900 (VA),retailer,19700.0,0.0,19,0,53,0.0,0.00046519627870241057,0.286565705043029
WALMART PHARMACY #9405 (VA),retailer,20051.0,0.0,19,0,54,0.0,0.0004651167895803608,0.28654620695761857
MEDICO PHARMACY #9453 (TN),retailer,19609.0,0.0,19,0,59,0.0,0.00046497857098725407,0.28651230297347324
VILLAGE PHARMACY #7334 (PA),retailer,18879.0,0.0,19,0,55,0.0,0.0004648804850693543,0.28648824323353084
COMMUNITY PHARMACY #8220 (VA),retailer,17989.0,0.0,19,0,48,0.0,0.0004645218091245812,0.28640026271461827
KROGER PHARMACY #2636 (VA),retailer,17296.0,0.0,19,0,48,0.0,0.0004642733239079726,0.28633931115481087
MEDICO PHARMACY #4307 (LA),retailer,15629.0,0.0,19,0,48,0.0,0.0004637702468126513,0.2862159101167864
HARRIS TEETER PHARMACY #9396 (VA),retailer,14289.0,0.0,19,0,44,0.0,0.00046327942488402725,0.2860955151792298
WALGREENS #8038 (IN),retailer,157837.0,0.0,18,0,62,0.0,0.000508490581117835,0.28218547268634153
VILLAGE PHARMACY #1037 (MI),retailer,139272.0,0.0,18,0,69,0.0,0.000501582018418808,0.2804908540757041
WALMART PHARMACY #9312 (PA),retailer,128610.0,0.0,18,0,63,0.0,0.0005014337008021752,0.28045447287683817
WALGREENS #9697 (VA),retailer,105485.0,0.0,18,0,62,0.0,0.0004932922708547535,0.27845744117760435
CORNER DRUG STORE #9661 (KY),retailer,88952.0,0.0,18,0,80,0.0,0.00048742057074963627,0.27701715718400105
VILLAGE PHARMACY #7086 (IN),retailer,82855.0,0.0,18,0,62,0.0,0.0004866123133571096,0.2768188977081547
CORNER DRUG STORE #5731 (IN),retailer,90489.0,0.0,18,0,50,0.0,0.0004865332161840653,0.27679949576489543
WALGREENS #3575 (OH),retailer,85843.0,0.0,18,0,61,0.0,0.000486261326790727,0.2767328033360852
WINN-DIXIE PHARMACY #5077 (VA),retailer,82369.0,0.0,18,0,47,0.0,0.00048570547768066674,0.2765964577186752
MEDICO PHARMACY #6550 (VA),retailer,75572.0,0.0,18,0,65,0.0,0.00048326414233201115,0.2759976164695075
PUBLIX PHARMACY #6343 (IN),retailer,73080.0,0.0,18,0,62,0.0,0.0004823961395078524,0.2757847018874176
KROGER PHARMACY #6614 (PA),retailer,66188.0,0.0,18,0,60,0.0,0.0004800205672070056,0.2752019918206049
QUALITY CARE PHARMACY #3706 (PA),retailer,66872.0,0.0,18,0,47,0.0,0.00047996115551195964,0.27518741857744267
GOOD NEIGHBOR PHARMACY #2790 (PA),retailer,64914.0,0.0,18,0,59,0.0,0.00047964412804366816,0.27510965411741606
CORNER DRUG STORE #3604 (VA),retailer,62094.0,0.0,18,0,48,0.0,0.0004796139160805189,0.27510224334946803
GOOD NEIGHBOR PHARMACY #8533 (OH),retailer,65246.0,0.0,18,0,52,0.0,0.0004788845597377499,0.2749233377093098
WALGREENS #1373 (PA),retailer,59483.0,0.0,18,0,61,0.0,0.00047771249611437645,0.274635839293858
WALGREENS #5175 (PA),retailer,53829.0,0.0,18,0,58,0.0,0.0004765313013132799,0.2743461010690014
GOOD NEIGHBOR PHARMACY #5650 (PA),retailer,48959.0,0.0,18,0,63,0.0,0.000475005194899948,0.2739717586127609
HEALTH MART PHARMACY #4338 (LA),retailer,50404.0,0.0,18,0,55,0.0,0.0004744611103617262,0.2738382987565798
COMMUNITY PHARMACY #7647 (MI),retailer,53783.0,0.0,18,0,64,0.0,0.0004743137968338621,0.2738021638531573
MEDICO PHARMACY #6745 (VA),retailer,48535.0,0.0,18,0,66,0.0,0.0004740446160467079,0.27373613582512746
CVS PHARMACY #9932 (PA),retailer,45366.0,0.0,18,0,57,0.0,0.0004737828255354746,0.2736719205763483
WALGREENS #1949 (IN),retailer,44424.0,0.0,18,0,60,0.0,0.0004735287770033346,0.2736096043769701
WINN-DIXIE PHARMACY #1509 (PA),retailer,45924.0,0.0,18,0,53,0.0,0.00047334149478122706,0.2735636654526451
PEOPLES PHARMACY #7557 (OH),retailer,44367.0,0.0,18,0,46,0.0,0.0004733336813822757,0.27356174888448875
RITE AID #9322 (LA),retailer,46287.0,0.0,18,0,56,0.0,0.00047326538177619513,0.27354499550341577
VILLAGE PHARMACY #5883 (VA),retailer,42459.0,0.0,18,0,56,0.0,0.0004728065277873027,0.27343244206169165
QUALITY CARE PHARMACY #5232 (TN),retailer,43549.0,0.0,18,0,73,0.0,0.00047238349203380107,0.2733286745644451
WALMART PHARMACY #4084 (VA),retailer,42391.0,0.0,18,0,47,0.0,0.00047203046693070305,0.2732420801546099
CORNER DRUG STORE #2639 (VA),retailer,42021.0,0.0,18,0,44,0.0,0.0004719492528021753,0.27322215893804924
SUNRISE PHARMACY #8405 (VA),retailer,41071.0,0.0,18,0,61,0.0,0.0004714688640152338,0.27310432317189093
VILLAGE PHARMACY #7454 (PA),retailer,38947.0,0.0,18,0,48,0.0,0.00047145956259685574,0.27310204160373047
QUALITY CARE PHARMACY #6294 (VA),retailer,38814.0,0.0,18,0,52,0.0,0.0004713769120510873,0.27308176804479495
WINN-DIXIE PHARMACY #4833 (LA),retailer,39092.0,0.0,18,0,51,0.0,0.000470932045652627,0.27297264565408635
MAIN STREET PHARMACY #6973 (LA),retailer,39498.0,0.0,18,0,55,0.0,0.0004708362119708417,0.27294913837076934
COMMUNITY PHARMACY #4052 (OH),retailer,38175.0,0.0,18,0,54,0.0,0.0004707158180166277,0.27291960663684617
HOMETOWN PHARMACY #7506 (IN),retailer,35444.0,0.0,18,0,59,0.0,0.0004697633993560585,0.2726859854832673
PEOPLES PHARMACY #3390 (LA),retailer,34419.0,0.0,18,0,37,0.0,0.00046971180448638695,0.27267332964873725
SUNRISE PHARMACY #7390 (IN),retailer,30305.0,0.0,18,0,65,0.0,0.0004686274821358225,0.2724073535093797
MEDICO PHARMACY #9698 (PA),retailer,30198.0,0.0,18,0,53,0.0,0.00046847915117261484,0.2723709690366991
KROGER PHARMACY #9652 (OH),retailer,31494.0,0.0,18,0,61,0.0,0.00046820844040458234,0.2723045657158358
PUBLIX PHARMACY #5454 (LA),retailer,29582.0,0.0,18,0,50,0.0,0.0004681769115462455,0.27229683192337595
WALGREENS #5346 (IN),retailer,28883.0,0.0,18,0,65,0.0,0.00046776528333032825,0.2721958626095337
VILLAGE PHARMACY #6277 (OH),retailer,28598.0,0.0,18,0,52,0.0,0.00046774296813387206,0.27219038885922386
PUBLIX PHARMACY #1221 (MI),retailer,26165.0,0.0,18,0,48,0.0,0.00046724898731351374,0.2720692190692189
PEOPLES PHARMACY #3726 (IN),retailer,26417.0,0.0,18,0,48,0.0,0.00046722012164045874,0.2720621385361328
WINN-DIXIE PHARMACY #6027 (IN),retailer,25831.0,0.0,18,0,51,0.0,0.00046696536919265443,0.27199964967152207
WALMART PHARMACY #9266 (IN),retailer,25492.0,0.0,18,0,64,0.0,0.0004669476374333863,0.27199530020397517
WALGREENS #2082 (LA),retailer,25648.0,0.0,18,0,53,0.0,0.0004667672206613159,0.27195104532304826
WALMART PHARMACY #7025 (OH),retailer,25165.0,0.0,18,0,50,0.0,0.0004667299977494698,0.27194191482197233
HOMETOWN PHARMACY #8516 (LA),retailer,22799.0,0.0,18,0,47,0.0,0.00046621646407039353,0.271815948862385
QUALITY CARE PHARMACY #1825 (OH),retailer,23810.0,0.0,18,0,56,0.0,0.0004661837154260444,0.27180791586556574
CVS PHARMACY #7287 (MI),retailer,23219.0,0.0,18,0,59,0.0,0.0004658885922213643,0.27173552435710446
SUNRISE PHARMACY #8028 (LA),retailer,22711.0,0.0,18,0,52,0.0,0.00046582846558679633,0.2717207757446401
GOOD NEIGHBOR PHARMACY #5688 (MI),retailer,22340.0,0.0,18,0,54,0.0,0.0004658050235995993,0.27171502560101324
CORNER DRUG STORE #4123 (OH),retailer,21397.0,0.0,18,0,53,0.0,0.0004656449819652995,0.2716757685885526
COMMUNITY PHARMACY #4979 (LA),retailer,21039.0,0.0,18,0,51,0.0,0.00046562116540601364,0.2716699265652019
QUALITY CARE PHARMACY #5716 (LA),retailer,21635.0,0.0,18,0,43,0.0,0.0004654643504162591,0.27163146102444585
FAMILY CARE PHARMACY #4742 (OH),retailer,20370.0,0.0,18,0,53,0.0,0.0004652114336763167,0.27156942244520443
MAIN STREET PHARMACY #6927 (OH),retailer,19369.0,0.0,18,0,36,0.0,0.0004649020392192052,0.2714935303055669
KROGER PHARMACY #1393 (OH),retailer,18880.0,0.0,18,0,46,0.0,0.00046472991552881036,0.2714513096553706
MAIN STREET PHARMACY #6319 (OH),retailer,18304.0,0.0,18,0,46,0.0,0.00046455849358072225,0.2714092611372986
HEALTH MART PHARMACY #2633 (VA),retailer,16778.0,0.0,18,0,54,0.0,0.000464135731082398,0.2713055606674974
CVS PHARMACY #7538 (LA),retailer,11612.0,0.0,18,0,39,0.0,0.0004624085803257037,0.2708819035418144
COMMUNITY PHARMACY #6047 (VA),retailer,106153.0,0.0,17,0,63,0.0,0.0004926101855991282,0.2632901307813036
WALMART PHARMACY #2320 (VA),retailer,93826.0,0.0,17,0,58,0.0,0.00048797597191879385,0.2621533929256175
FAMILY CARE PHARMACY #5952 (MI),retailer,72070.0,0.0,17,0,65,0.0,0.0004816107162107517,0.26059204344465625
MAIN STREET PHARMACY #5473 (OH),retailer,66035.0,0.0,17,0,57,0.0,0.0004811210876976368,0.2604719412429725
PEOPLES PHARMACY #6990 (OH),retailer,49220.0,0.0,17,0,47,0.0,0.0004739787232335318,0.2587199728130512
WALMART PHARMACY #2539 (MI),retailer,43080.0,0.0,17,0,62,0.0,0.00047278654305942826,0.2584275399585946
CVS PHARMACY #5446 (LA),retailer,48940.0,0.0,17,0,44,0.0,0.00047245928002918484,0.2583472647919956
RITE AID #9320 (LA),retailer,42860.0,0.0,17,0,52,0.0,0.0004723948803151531,0.25833146802519
WALGREENS #6125 (VA),retailer,31775.0,0.0,17,0,51,0.0,0.000469034408848899,0.25750716958059
CVS PHARMACY #6761 (LA),retailer,30754.0,0.0,17,0,48,0.0,0.0004686480128459221,0.2574123895393214
COMMUNITY PHARMACY #9245 (IN),retailer,32332.0,0.0,17,0,65,0.0,0.00046844077804616296,0.25736155639735786
KROGER PHARMACY #9499 (WI),retailer,28336.0,0.0,17,0,31,0.0,0.0004684135840804172,0.25735488592153566
